NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE,FULLY_VACCINATED_AMT,PARTLY_VACCINATED_AMT,FULLY_VACCINATED_AZ_AMT,PARTLY_VACCINATED_AZ_AMT,FULLY_VACCINATED_PF_AMT,PARTLY_VACCINATED_PF_AMT,FULLY_VACCINATED_MO_AMT,PARTLY_VACCINATED_MO_AMT,FULLY_VACCINATED_JJ_AMT,PARTLY_VACCINATED_JJ_AMT
23050,M,80-89,1,1,378,Meise,Vlaams-Brabant,Vlaams Gewest,Regio Grimbergen,40,226,0,64,40,161,0,1,0,0
24134,M,70-79,1,1,1159,Scherpenheuvel-Zichem,Vlaams-Brabant,Vlaams Gewest,Demerland,25,286,0,33,25,252,0,1,0,0
31004,M,60-69,1,0,936,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust,18,42,0,21,18,19,0,2,0,0
35002,M,70-79,1,1,896,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene,25,197,0,14,25,181,0,2,0,0
36007,V,40-49,1,0,718,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS,73,69,0,58,71,9,2,2,0,0
43018,M,90-100+,1,1,44,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,18,26,0,22,18,4,0,0,0,0
44043,V,10-19,1,0,258,Merelbeke,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,3,2,0,0,3,2,0,0,0,0
45062,V,90-100+,1,1,36,Horebeke,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,42,5,0,4,42,1,0,0,0,0
41027,V,20-29,1,0,995,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,88,114,0,75,77,37,11,2,0,0
44021,V,30-39,1,0,20550,Gent,Oost-Vlaanderen,Vlaams Gewest,Gent,1422,1747,0,1488,1317,141,105,118,0,0
24104,M,20-29,1,0,1134,Tervuren,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,33,24,0,16,32,8,1,0,0,0
41082,M,70-79,1,1,835,Erpe-Mere,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,45,417,0,71,45,344,0,2,0,0
13049,V,50-59,1,0,1869,Westerlo,Antwerpen,Vlaams Gewest,Zuiderkempen,199,123,0,104,184,18,15,1,0,0
23044,M,60-69,1,1,373,Liedekerke,Vlaams-Brabant,Vlaams Gewest,AMALO,12,17,0,11,12,3,0,3,0,0
23047,M,10-19,1,0,187,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO,2,0,0,0,2,0,0,0,0,0
24016,V,0-9,0,0,481,Boutersem,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland,0,0,0,0,0,0,0,0,0,0
24045,V,60-69,1,0,341,Huldenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,44,20,0,11,43,8,1,1,0,0
24104,V,90-100+,1,1,143,Tervuren,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,62,116,0,105,62,11,0,0,0,0
32030,M,70-79,1,1,127,Lo-Reninge,West-Vlaanderen,Vlaams Gewest,Westhoek,13,42,0,1,13,41,0,0,0,0
33016,M,10-19,0,0,65,Mesen,West-Vlaanderen,Vlaams Gewest,Westhoek,0,0,0,0,0,0,0,0,0,0
38025,M,10-19,1,0,147,Veurne,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,3,3,0,0,3,2,0,1,0,0
41082,M,0-9,0,0,1054,Erpe-Mere,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,0,0,0,0,0,0,0,0,0,0
46021,M,80-89,1,1,1523,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,173,1265,0,392,171,866,2,7,0,0
71017,M,10-19,1,0,84,Gingelom,Limburg,Vlaams Gewest,Haspengouw,1,0,0,0,1,0,0,0,0,0
73040,V,20-29,1,0,410,Kortessem,Limburg,Vlaams Gewest,Haspengouw,46,43,0,38,45,3,1,2,0,0
24008,M,40-49,1,0,452,Bekkevoort,Vlaams-Brabant,Vlaams Gewest,Demerland,17,8,0,7,15,1,2,0,0,0
37018,M,10-19,0,0,696,Wingene,West-Vlaanderen,Vlaams Gewest,RITS,0,0,0,0,0,0,0,0,0,0
45065,V,60-69,1,0,272,Zwalm,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,43,7,0,5,40,2,3,0,0,0
33039,M,80-89,1,1,164,Heuvelland,West-Vlaanderen,Vlaams Gewest,Westhoek,11,139,0,36,11,100,0,3,0,0
46025,V,90-100+,1,1,167,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,103,85,0,78,103,7,0,0,0,0
44034,V,60-69,1,1,625,Lochristi,Oost-Vlaanderen,Vlaams Gewest,Scheldekracht,16,45,0,16,16,29,0,0,0,0
45065,M,30-39,1,0,448,Zwalm,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,13,15,0,11,13,3,0,1,0,0
46024,M,90-100+,1,1,48,Stekene,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,20,42,0,40,20,2,0,0,0,0
71037,V,60-69,1,1,454,Lummen,Limburg,Vlaams Gewest,MidWestLim,10,56,0,10,10,46,0,0,0,0
71070,V,20-29,1,0,1936,Heusden-Zolder,Limburg,Vlaams Gewest,MidWestLim,132,138,0,116,116,20,16,2,0,0
41002,V,90-100+,1,1,675,Aalst,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,401,293,0,209,401,84,0,0,0,0
72043,M,10-19,0,0,1354,Pelt,Limburg,Vlaams Gewest,Noord-Limburg,0,0,0,0,0,0,0,0,0,0
11052,V,10-19,1,0,107,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,3,1,0,1,3,0,0,0,0,0
31022,M,10-19,0,0,1103,Oostkamp,West-Vlaanderen,Vlaams Gewest,WE40,0,0,0,0,0,0,0,0,0,0
31005,M,60-69,1,1,3429,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge,133,220,0,69,121,142,12,9,0,0
24007,M,20-29,1,0,485,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland,15,18,0,16,14,1,1,1,0,0
24055,V,40-49,1,0,1416,Kortenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,121,115,0,89,115,22,6,4,0,0
33021,M,50-59,1,0,1440,Poperinge,West-Vlaanderen,Vlaams Gewest,Westhoek,101,31,0,16,98,12,3,3,0,0
35002,M,20-29,1,0,945,Bredene,West-Vlaanderen,Vlaams Gewest,Oostende-Bredene,33,29,0,17,27,9,6,3,0,0
35014,M,60-69,1,0,344,Oudenburg,West-Vlaanderen,Vlaams Gewest,Houtland en Polder,13,12,0,8,13,4,0,0,0,0
42003,V,70-79,1,1,688,Berlare,Oost-Vlaanderen,Vlaams Gewest,Dender,41,288,0,60,41,225,0,3,0,0
46003,V,60-69,1,1,1544,Beveren,Oost-Vlaanderen,Vlaams Gewest,N-O-Waasland,69,43,0,29,64,13,5,1,0,0
72030,M,80-89,1,1,350,Peer,Limburg,Vlaams Gewest,Noord-Limburg,29,320,0,81,29,239,0,0,0,0
73001,M,60-69,1,1,334,Alken,Limburg,Vlaams Gewest,Herkenrode,5,5,0,4,5,1,0,0,0,0
24055,M,90-100+,1,1,60,Kortenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,27,48,0,45,27,3,0,0,0,0
36008,M,50-59,1,0,1988,Izegem,West-Vlaanderen,Vlaams Gewest,RITS,61,57,0,40,55,12,6,5,0,0
36012,M,90-100+,1,1,30,Moorslede,West-Vlaanderen,Vlaams Gewest,Midden WVL,24,24,0,22,24,2,0,0,0,0
41024,M,10-19,0,0,798,Haaltert,Oost-Vlaanderen,Vlaams Gewest,Regio Aalst,0,0,0,0,0,0,0,0,0,0
41027,M,10-19,0,0,785,Herzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,0,0,0,0,0,0,0,0,0,0
43018,V,80-89,1,1,425,Zelzate,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,75,307,0,81,75,226,0,0,0,0
44020,V,40-49,1,0,876,Gavere,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,102,93,0,79,95,12,7,2,0,0
44052,M,30-39,1,0,838,Oosterzele,Oost-Vlaanderen,Vlaams Gewest,Panacea,26,26,0,22,23,4,3,0,0,0
44045,V,50-59,1,0,444,Moerbeke,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,52,42,0,32,50,8,2,2,0,0
46025,M,20-29,1,0,1767,Temse,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,48,38,0,24,47,12,1,2,0,0
72020,M,70-79,1,1,1585,Lommel,Limburg,Vlaams Gewest,Noord-Limburg,51,786,0,246,51,533,0,7,0,0
72038,V,30-39,1,0,856,Hechtel-Eksel,Limburg,Vlaams Gewest,Noord-Limburg,85,111,0,93,80,17,5,1,0,0
73040,M,20-29,1,0,457,Kortessem,Limburg,Vlaams Gewest,Haspengouw,12,11,0,8,11,3,1,0,0,0
24011,M,80-89,1,1,211,Bierbeek,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,21,185,0,51,21,134,0,0,0,0
73066,V,80-89,1,1,497,Riemst,Limburg,Vlaams Gewest,Zuid-Oost Limburg,67,405,0,100,67,305,0,0,0,0
73006,M,20-29,1,0,1876,Bilzen,Limburg,Vlaams Gewest,Zuid-Oost Limburg,45,52,0,41,36,9,9,2,0,0
71034,V,10-19,1,0,156,Leopoldsburg,Limburg,Vlaams Gewest,West-Limburg,8,2,0,0,8,2,0,0,0,0
73028,V,60-69,1,0,3,Herstappe,Limburg,Vlaams Gewest,Zuid-Oost Limburg,1,0,0,0,1,0,0,0,0,0
73032,V,90-100+,1,1,75,Hoeselt,Limburg,Vlaams Gewest,Zuid-Oost Limburg,33,37,0,24,33,13,0,0,0,0
72039,V,50-59,1,0,2282,Houthalen-Helchteren,Limburg,Vlaams Gewest,MidWestLim,203,145,0,121,192,21,11,3,0,0
34042,V,60-69,1,0,826,Zwevegem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,108,38,0,29,106,8,2,1,0,0
45059,M,60-69,1,0,522,Brakel,Oost-Vlaanderen,Vlaams Gewest,Panacea,22,15,0,10,22,3,0,2,0,0
73098,V,60-69,1,1,236,Wellen,Limburg,Vlaams Gewest,Haspengouw,8,5,0,3,8,2,0,0,0,0
31022,V,90-100+,1,1,199,Oostkamp,West-Vlaanderen,Vlaams Gewest,WE40,109,102,0,72,109,30,0,0,0,0
72018,M,90-100+,1,1,34,Kinrooi,Limburg,Vlaams Gewest,Maasland,17,25,0,23,16,2,1,0,0,0
37007,M,60-69,1,0,370,Meulebeke,West-Vlaanderen,Vlaams Gewest,RITS,17,5,0,1,15,4,2,0,0,0
72039,V,10-19,1,0,325,Houthalen-Helchteren,Limburg,Vlaams Gewest,MidWestLim,8,4,0,2,8,2,0,0,0,0
72020,V,40-49,1,0,2154,Lommel,Limburg,Vlaams Gewest,Noord-Limburg,213,178,0,143,199,34,14,1,0,0
45064,V,10-19,0,0,306,Maarkedal,Oost-Vlaanderen,Vlaams Gewest,Vlaamse Ardennen,0,0,0,0,0,0,0,0,0,0
11008,M,60-69,1,1,1231,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen,70,145,0,50,68,93,2,2,0,0
11018,M,30-39,1,0,773,Hemiksem,Antwerpen,Vlaams Gewest,RupeLaar,21,19,0,12,20,6,1,1,0,0
11021,M,60-69,1,1,274,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,13,17,0,10,13,6,0,1,0,0
11024,V,40-49,1,0,1292,Kontich,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,134,135,0,101,116,30,18,4,0,0
23032,V,10-19,1,0,83,Herne,Vlaams-Brabant,Vlaams Gewest,Pajottenland,1,1,0,1,1,0,0,0,0,0
11050,M,50-59,1,0,704,Wijnegem,Antwerpen,Vlaams Gewest,Voorkempen,24,17,0,11,14,6,10,0,0,0
12029,M,10-19,0,0,783,Putte,Antwerpen,Vlaams Gewest,Bonstato,0,0,0,0,0,0,0,0,0,0
11029,M,20-29,1,0,1592,Mortsel,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,49,54,0,47,47,6,2,1,0,0
11052,M,10-19,1,0,153,Wommelgem,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,0,0,0,0,0,0,0,0,0,0
13029,M,50-59,1,0,975,Olen,Antwerpen,Vlaams Gewest,Middenkempen,26,18,0,14,21,3,5,1,0,0
11008,M,60-69,1,0,1345,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen,79,58,0,40,73,14,6,4,0,0
24038,V,70-79,1,1,958,Herent,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,76,245,0,28,75,217,1,0,0,0
11057,M,10-19,1,0,192,Malle,Antwerpen,Vlaams Gewest,Voorkempen,4,1,0,1,3,0,1,0,0,0
13019,V,40-49,1,0,1076,Lille,Antwerpen,Vlaams Gewest,Middenkempen,139,88,0,77,131,11,8,0,0,0
13040,V,0-9,0,0,2529,Turnhout,Antwerpen,Vlaams Gewest,Kempenland,0,0,0,0,0,0,0,0,0,0
24104,V,10-19,1,0,324,Tervuren,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,5,2,0,1,5,1,0,0,0,0
11037,V,40-49,1,0,982,Rumst,Antwerpen,Vlaams Gewest,RupeLaar,96,127,0,105,86,20,10,2,0,0
11040,M,30-39,1,0,1984,Schoten,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,40,52,0,38,35,10,5,4,0,0
11038,M,60-69,1,0,271,Schelle,Antwerpen,Vlaams Gewest,RupeLaar,15,11,0,7,13,4,2,0,0,0
23081,V,10-19,0,0,565,Steenokkerzeel,Vlaams-Brabant,Vlaams Gewest,BraViO,0,0,0,0,0,0,0,0,0,0
23002,V,60-69,1,1,841,Asse,Vlaams-Brabant,Vlaams Gewest,AMALO,25,38,0,13,25,23,0,2,0,0
24055,M,30-39,1,0,1136,Kortenberg,Vlaams-Brabant,Vlaams Gewest,Leuven Zuid,38,53,0,42,35,7,3,4,0,0
24109,M,30-39,1,0,764,Tremelo,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,24,24,0,12,22,8,2,4,0,0
34025,V,10-19,1,0,64,Lendelede,West-Vlaanderen,Vlaams Gewest,RITS,2,1,0,1,2,0,0,0,0,0
34040,V,30-39,1,0,2187,Waregem,West-Vlaanderen,Vlaams Gewest,Regio Waregem,207,182,0,157,184,20,23,5,0,0
38014,M,60-69,1,0,1118,Koksijde,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,55,54,0,43,46,10,9,1,0,0
12005,M,10-19,0,0,692,Bonheiden,Antwerpen,Vlaams Gewest,Bonstato,0,0,0,0,0,0,0,0,0,0
11013,M,0-9,0,0,1315,Edegem,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,0,0,0,0,0,0,0,0,0,0
11044,M,20-29,1,0,1021,Stabroek,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,33,18,0,15,31,1,2,2,0,0
12025,V,10-19,1,0,917,Mechelen,Antwerpen,Vlaams Gewest,Mechelen - Katelijne,22,15,0,13,22,2,0,0,0,0
11053,V,60-69,1,0,746,Wuustwezel,Antwerpen,Vlaams Gewest,Noorderkempen,96,31,0,24,88,6,8,1,0,0
13011,V,50-59,1,0,2282,Herentals,Antwerpen,Vlaams Gewest,Middenkempen,230,125,0,107,218,14,12,4,0,0
23032,V,80-89,1,1,211,Herne,Vlaams-Brabant,Vlaams Gewest,Pajottenland,24,154,0,24,24,128,0,2,0,0
13016,M,60-69,1,0,391,Hulshout,Antwerpen,Vlaams Gewest,Zuiderkempen,9,12,0,11,8,1,1,0,0,0
11040,M,10-19,0,0,1466,Schoten,Antwerpen,Vlaams Gewest,Antwerpen Centrum-Noord-Oost-Zuid,1,0,0,0,1,0,0,0,0,0
12009,V,60-69,1,1,511,Duffel,Antwerpen,Vlaams Gewest,Pallieterland,43,25,0,14,41,10,2,1,0,0
13011,V,0-9,0,0,1291,Herentals,Antwerpen,Vlaams Gewest,Middenkempen,0,0,0,0,0,0,0,0,0,0
13053,V,0-9,0,0,763,Laakdal,Antwerpen,Vlaams Gewest,Zuiderkempen,0,0,0,0,0,0,0,0,0,0
23047,V,20-29,1,0,980,Machelen,Vlaams-Brabant,Vlaams Gewest,BraViO,45,54,0,35,42,16,3,3,0,0
23101,V,30-39,1,0,983,Sint-Genesius-Rode,Vlaams-Brabant,Vlaams Gewest,Zennevallei,55,45,0,28,51,14,4,3,0,0
31005,M,10-19,1,0,1275,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge,11,5,0,3,11,1,0,1,0,0
31006,V,70-79,1,1,466,Damme,West-Vlaanderen,Vlaams Gewest,Oostkust,25,131,0,7,24,123,1,1,0,0
31042,M,30-39,1,0,135,Zuienkerke,West-Vlaanderen,Vlaams Gewest,Oostkust,4,9,0,8,4,1,0,0,0,0
33029,M,50-59,1,0,1279,Wervik,West-Vlaanderen,Vlaams Gewest,Regio Menen,37,30,0,20,37,4,0,6,0,0
41081,V,0-9,0,0,1249,Zottegem,Oost-Vlaanderen,Vlaams Gewest,Panacea,0,0,0,0,0,0,0,0,0,0
43007,V,30-39,1,0,362,Kaprijke,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,53,52,0,47,51,5,2,0,0,0
43014,M,90-100+,1,1,25,Sint-Laureins,Oost-Vlaanderen,Vlaams Gewest,Oost-Meetjesland,10,29,0,28,10,1,0,0,0,0
34009,M,80-89,1,1,277,Deerlijk,West-Vlaanderen,Vlaams Gewest,Regio Waregem,26,240,0,65,26,175,0,0,0,0
42023,M,40-49,1,0,726,Waasmunster,Oost-Vlaanderen,Vlaams Gewest,Z-W-Waasland,27,14,0,9,24,4,3,1,0,0
73001,V,70-79,1,1,575,Alken,Limburg,Vlaams Gewest,Herkenrode,26,263,0,27,26,33,0,203,0,0
23088,V,60-69,1,0,1169,Vilvoorde,Vlaams-Brabant,Vlaams Gewest,BraViO,100,39,0,23,91,12,9,4,0,0
34009,M,30-39,1,0,796,Deerlijk,West-Vlaanderen,Vlaams Gewest,Regio Waregem,19,20,0,17,17,1,2,2,0,0
36019,M,10-19,0,0,498,Staden,West-Vlaanderen,Vlaams Gewest,Midden WVL,0,0,0,0,0,0,0,0,0,0
38002,V,20-29,1,0,310,Alveringem,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,47,37,0,34,42,2,5,1,0,0
23086,V,90-100+,1,1,105,Ternat,Vlaams-Brabant,Vlaams Gewest,Pajottenland,80,59,0,5,80,53,0,1,0,0
24007,V,70-79,1,1,478,Begijnendijk,Vlaams-Brabant,Vlaams Gewest,Demerland,6,23,0,13,6,10,0,0,0,0
23088,V,70-79,1,1,1442,Vilvoorde,Vlaams-Brabant,Vlaams Gewest,BraViO,75,587,0,21,72,564,3,2,0,0
31042,M,90-100+,1,1,9,Zuienkerke,West-Vlaanderen,Vlaams Gewest,Oostkust,0,8,0,6,0,2,0,0,0,0
31043,M,10-19,0,0,955,Knokke-Heist,West-Vlaanderen,Vlaams Gewest,Oostkust,0,0,0,0,0,0,0,0,0,0
23033,V,10-19,1,0,163,Hoeilaart,Vlaams-Brabant,Vlaams Gewest,Druivenstreek,4,1,0,0,4,1,0,0,0,0
34023,M,90-100+,1,1,51,Kuurne,West-Vlaanderen,Vlaams Gewest,Regio Kortrijk,26,28,0,26,26,2,0,0,0,0
36007,V,10-19,1,0,116,Ingelmunster,West-Vlaanderen,Vlaams Gewest,RITS,7,1,0,1,7,0,0,0,0,0
31042,V,10-19,0,0,129,Zuienkerke,West-Vlaanderen,Vlaams Gewest,Oostkust,0,0,0,0,0,0,0,0,0,0
11004,V,60-69,1,1,401,Boechout,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,27,22,0,10,25,9,2,3,0,0
11005,V,20-29,1,0,1136,Boom,Antwerpen,Vlaams Gewest,RupeLaar,100,88,0,66,92,22,8,0,0,0
11009,V,70-79,1,1,1312,Brecht,Antwerpen,Vlaams Gewest,Voorkempen,52,452,0,49,51,403,1,0,0,0
11021,V,0-9,0,0,421,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen,0,0,0,0,0,0,0,0,0,0
23052,M,60-69,1,0,542,Merchtem,Vlaams-Brabant,Vlaams Gewest,AMALO,24,20,0,7,23,11,1,2,0,0
11039,M,60-69,1,0,794,Schilde,Antwerpen,Vlaams Gewest,Voorkempen,40,22,0,12,35,10,5,0,0,0
11055,M,60-69,1,1,750,Zoersel,Antwerpen,Vlaams Gewest,Voorkempen,43,23,0,11,42,12,1,0,0,0
12009,V,60-69,1,0,588,Duffel,Antwerpen,Vlaams Gewest,Pallieterland,110,52,0,38,101,13,9,1,0,0
13019,V,30-39,1,0,973,Lille,Antwerpen,Vlaams Gewest,Middenkempen,107,105,0,87,99,15,8,3,0,0
24033,V,20-29,1,0,773,Haacht,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,69,76,0,63,62,13,7,0,0,0
34041,M,60-69,1,0,1042,Wevelgem,West-Vlaanderen,Vlaams Gewest,Regio Menen,47,29,0,15,45,10,2,4,0,0
11016,V,60-69,1,0,622,Essen,Antwerpen,Vlaams Gewest,Noorderkempen,54,27,0,18,51,9,3,0,0,0
13017,V,40-49,1,0,1161,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen,128,126,0,101,119,23,9,2,0,0
23077,M,70-79,1,1,1252,Sint-Pieters-Leeuw,Vlaams-Brabant,Vlaams Gewest,Zennevallei,33,409,0,29,33,379,0,1,0,0
24048,V,10-19,1,0,161,Keerbergen,Vlaams-Brabant,Vlaams Gewest,Leuven Noord,6,4,0,1,6,3,0,0,0,0
32003,V,60-69,1,1,486,Diksmuide,West-Vlaanderen,Vlaams Gewest,Westkust&Polder,26,40,0,17,26,23,0,0,0,0
23009,M,50-59,1,0,186,Bever,Vlaams-Brabant,Vlaams Gewest,Pajottenland,3,10,0,9,3,1,0,0,0,0
31004,V,30-39,1,0,917,Blankenberge,West-Vlaanderen,Vlaams Gewest,Oostkust,77,78,0,52,67,23,10,3,0,0
31005,V,10-19,1,0,1208,Brugge,West-Vlaanderen,Vlaams Gewest,Brugge,34,17,0,9,34,3,0,5,0,0
32006,M,10-19,0,0,432,Houthulst,West-Vlaanderen,Vlaams Gewest,Westhoek,1,0,0,0,1,0,0,0,0,0
